,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
4787,26th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,12,,27,6,2014,14.6546235,77.55625984,0.00685651061,3.0,307.90500000000003
4788,26th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,87,,24,6,2014,20.7084545,81.5481305,1.069202183,9.0,309.74
4789,26th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,33,,28,6,2014,22.5,83.5,0.3566564813,11.0,305.25
4790,26th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,50,,26,6,2014,22.2973142,73.1942567,0.01781931182,,309.22
4791,26th week,Karnataka,Mysore,Chikungunya,15,,23,6,2014,12.3051828,76.6553609,0.1786120892,7.0,
4792,26th week,Karnataka,Tumkur,Chikungunya,20,,20,6,2014,13.3400771,77.1006208,0.11897384,6.0,303.5733334
4793,26th week,Karnataka,Udupi,Dengue,10,,19,6,2014,13.3419169,74.7473232,1.943347978,13.0,301.92
4794,26th week,Lakshadweep,Lakshadweep,Dengue,14,,23,6,2014,10.8132489,73.68046209,,13.0,
4795,26th week,Madhya Pradesh,Mandla,Malaria,15,,23,6,2014,22.68536625,80.58150562,0.5874556802,10.0,306.87
4796,26th week,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,78,,22,6,2014,19.877263,75.3390241,0.07326641579,2.0,311.8
4797,26th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,29,2.0,18,6,2014,20.32570375,78.11691397,0.04908860659,,317.33
4798,26th week,Maharashtra,Beed,Dengue,21,,18,6,2014,18.9918442,75.909784,0.0501442662,,316.77500000000003
4799,26th week,Odisha,Balasore,Acute Diarrhoeal Disease,17,,23,6,2014,21.5002888,86.9202627,1.765970552,4.0,308.82
4800,26th week,Tamil Nadu,Coimbatore,Acute Diarrhoeal Disease,17,,24,6,2014,11.0600516,77.0679581,0.09180670404,6.0,309.07
4801,26th week,Uttarakhand,Pithoragarh,Acute Diarrhoeal Disease,45,,23,6,2014,29.585871,80.215167,1.768520064,26.0,294.4866666
4802,26th week,West Bengal,Dakshin Dinajpur,Acute Encephalitis Syndrome,16,1.0,23,6,2014,25.38703085,88.50471505,1.010059671,5.0,305.98
4803,26th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,38,,23,6,2014,23.2495714,87.8681751,2.021732673,3.0,309.88
4804,26th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,31,,16,6,2014,25.1677029,86.05935924,0.09822919527,7.0,304.764
4805,26th week,Karnataka,Tumkur,Chikungunya,25,,16,6,2014,13.3400771,77.1006208,0.182194408,7.0,303.75333340000003
4806,26th week,Karnataka,Tumkur,Dengue,20,,12,6,2014,13.3400771,77.1006208,0.2219515635,7.0,304.06
4807,26th week,Maharashtra,Gadchiroli,Malaria,11,1.0,16,6,2014,19.75907035,80.16228073,0.05543978912,9.0,316.4733334
4808,27th week,Telangana,Khammam,Acute Diarrhoeal Disease,17,,2,7,2014,17.5,80.333333,0.3368025453,8.0,314.12
4809,27th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,21,1.0,29,6,2014,16.69656855,77.95911462,0.1305878941,4.0,311.9666666
4810,27th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,16,,1,7,2014,22.0090841,82.578896,0.2147434685,13.0,305.1466666
4811,27th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,23,,30,6,2014,22.5,83.5,0.5201143487,11.0,306.2866666
4812,27th week,Gujarat,Mahesana,Acute Diarrhoeal Disease,28,,5,7,2014,23.6015557,72.3867981,0.04202152712,4.0,311.95
4813,27th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,39,,30,6,2014,31.6723392,76.95331691,0.3178199835,18.0,299.54400000000004
4814,27th week,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,78,,3,7,2014,19.877263,75.3390241,0.0172098335,,314.9133334
4815,27th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,36,,4,7,2014,21.825599,75.614182,0.01203943635,,312.485
4816,27th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,10,,2,7,2014,9.9696643,77.47420049,0.06728575799,6.0,314.31333340000003
4817,27th week,Tamil Nadu,Tiruchirappalli,Chikungunya,19,,2,7,2014,10.7992254,78.6811423,0.1672357026,6.0,314.40000000000003
4818,27th week,Tamil Nadu,Virudhunagar,Chikungunya,15,,3,7,2014,9.5208936,77.8784564,0.08271113376,,318.14
4819,27th week,Uttar Pradesh,Bareilly,Acute Diarrhoeal Disease,11,,30,6,2014,28.416667,79.383333,0.1027656192,6.0,306.64
4820,27th week,Uttarakhand,Pithoragarh,Acute Diarrhoeal Disease,60,,1,7,2014,29.585871,80.215167,0.3711660687,26.0,296.05
4821,27th week,West Bengal,Bankura,Acute Diarrhoeal Disease,23,,3,7,2014,23.13195425,87.2073972,1.918596591,,
4822,27th week,West Bengal,Bankura,Acute Diarrhoeal Disease,30,,6,7,2014,23.13195425,87.2073972,2.889535615,10.0,
4823,27th week,West Bengal,Nadia,Acute Diarrhoeal Disease,69,,2,7,2014,23.48454125,88.55676307,1.137506672,8.0,301.12
4824,27th week,Assam,Golaghat,Malaria,11,,11,6,2014,26.40490095,94.03209112,0.3885351421,25.0,308.40000000000003
4825,27th week,Madhya Pradesh,Betul,Dengue,6,1.0,27,6,2014,21.8796162,77.87568125,0.01095558909,8.0,307.06
4826,27th week,Odisha,Ganjam,Acute Diarrhoeal Disease,15,,28,6,2014,19.4129711,85.04710406,,4.0,
4827,27th week,Odisha,Ganjam,Acute Diarrhoeal Disease,28,,20,6,2014,19.4129711,85.04710406,,2.0,310.55
4828,27th week,West Bengal,Balurghat,Acute Encephalitis Syndrome,17,1.0,23,6,2014,25.2634866,88.78900294,1.055040469,6.0,293.772
4829,27th week,Lakshadweep,Kavaratti Island,Dengue,19,,30,6,2014,10.55905,72.6365688,,8.0,
4830,27th week,Tripura,Dhalai,Malaria,9117,60.0,25,5,2014,23.8253158,91.97322267,0.1338603606,,301.385
4831,28th week,Assam,Kamrup,Acute Diarrhoeal Disease,104,1.0,11,7,2014,26.12755515,91.29987148,1.111815146,,301.37
4832,28th week,Karnataka,Gadag,Dengue,39,,8,7,2014,15.4206667,75.6225644,0.8684174826,3.0,312.48
4833,28th week,Karnataka,Koppal,Chikungunya,24,,9,7,2014,15.3484144,76.1547421,0.7893956956,3.0,302.16
4834,28th week,Karnataka,Chikkaballapur,Dengue,54,,6,7,2014,13.6102243,77.5127721,0.258432822,3.0,309.56
4835,28th week,Karnataka,Tumkur,Dengue,18,,5,7,2014,13.3400771,77.1006208,0.1197003091,4.0,303.316
4836,28th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,14,,8,7,2014,21.13170235,74.48990147,0.02143292553,4.0,310.12
4837,28th week,Madhya Pradesh,Neemuch,Acute Diarrhoeal Disease,50,,7,7,2014,24.6301735,75.18310518,0.001706140763,4.0,309.42
4838,28th week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,27,,13,7,2014,28.0159286,73.3171367,0.00065881405,2.0,320.9866666
4839,28th week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,17,,5,7,2014,28.0159286,73.3171367,0.001665963028,2.0,308.056
4840,28th week,Tamil Nadu,Coimbatore,Acute Diarrhoeal Disease,15,,13,7,2014,11.0600516,77.0679581,0.5002897111,6.0,311.04
4841,28th week,Tamil Nadu,Thiruvannamalai,Dengue,12,,13,7,2014,9.539867,77.6197904,0.04375064205,4.0,312.5133334
4842,28th week,Assam,Golaghat,Acute Encephalitis Syndrome,33,3.0,8,3,2014,26.40490095,94.03209112,0.01784388068,25.0,298.825
4843,28th week,Assam,Lakhimpur,Malaria,97,,11,6,2014,27.0827158,93.9978423,1.547335667,18.0,
4844,28th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,101,,24,6,2014,21.75,73.0,0.09258189551,7.0,307.32
4845,28th week,Lakshadweep,Kavaratti Island,Dengue,29,,30,6,2014,10.55905,72.6365688,,8.0,
4846,28th week,Tripura,Dhalai,Malaria,8650,68.0,25,5,2014,23.8253158,91.97322267,0.1338603606,,301.385
4847,28th week,West Bengal,Dakshin Dinajpur,Acute Encephalitis Syndrome,28,2.0,23,6,2014,25.38703085,88.50471505,1.010059671,5.0,305.98
4848,29th week,Arunachal Pradesh,Papum Pare,Acute Encephalitis Syndrome,5,3.0,10,7,2014,27.28636665,93.6187716,1.772725267,5.0,291.64
4849,29th week,Assam,Udalguri,Acute Encephalitis Syndrome,14,4.0,14,7,2014,26.77253155,92.10641749,0.6693631551,7.0,295.34000000000003
4850,29th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,22,,14,7,2014,25.1677029,86.05935924,0.4590265376,7.0,302.23
4851,29th week,Bihar,Munger,Acute Diarrhoeal Disease,39,,10,7,2014,25.22081165,86.51720367,0.5864205719,2.0,
4852,29th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,84,,14,7,2014,20.7084545,81.5481305,1.122768677,0.0,307.2
4853,29th week,Gujarat,Ahmedabad,Acute Diarrhoeal Disease,37,,10,7,2014,23.0216238,72.5797068,0.005188415844,4.0,308.764
4854,29th week,Gujarat,Dahod,Acute Encephalitis Syndrome,9,3.0,19,7,2014,22.8358542,74.2556782,1.225144503,,
4855,29th week,Gujarat,Kheda,Acute Diarrhoeal Disease,31,,15,7,2014,22.75,72.833333,0.07187423672,1.0,315.94
4856,29th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,16,,11,7,2014,31.6723392,76.95331691,0.242984163,,298.1366666
4857,29th week,Karnataka,Ballari,Acute Diarrhoeal Disease,31,,15,7,2014,15.2485413,76.8323648,0.2920294908,2.0,
4858,29th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,47,,18,7,2014,21.825599,75.614182,1.603187757,2.0,
4859,29th week,Maharashtra,Beed,Dengue,34,,17,7,2014,18.9918442,75.909784,0.4463907216,2.0,
4860,29th week,Maharashtra,Beed,Acute Diarrhoeal Disease,67,,10,7,2014,18.9918442,75.909784,0.4660859859,2.0,310.28000000000003
4861,29th week,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,37,,14,7,2014,18.16984395,76.11796321,1.296024763,2.0,
4862,29th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,13,,13,7,2014,20.32570375,78.11691397,0.6203145699,4.0,
4863,29th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,22,1.0,12,7,2014,21.75,86.5,1.183433548,,300.205
4864,29th week,Uttarakhand,Uttarkashi,Acute Encephalitis Syndrome,3,,12,7,2014,30.7291049,78.4403495,0.3212381182,,301.77
4865,29th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,43,9.0,4,7,2014,27.4844597,94.9019447,0.773578551,,279.84000000000003
4866,29th week,Assam,Lakhimpur,Acute Encephalitis Syndrome,41,3.0,4,1,2014,27.0827158,93.9978423,0.08401240019,31.0,293.312
4867,29th week,Karnataka,Tumkur,Dengue,33,,4,7,2014,13.3400771,77.1006208,0.074160656,,303.316
4868,29th week,West Bengal,Bankura,Acute Diarrhoeal Disease,23,,3,7,2014,23.13195425,87.2073972,1.918596591,,
4869,29th week,West Bengal,Dakshin Dinajpur,Acute Encephalitis Syndrome,28,2.0,23,6,2014,25.38703085,88.50471505,1.010059671,5.0,305.98
4870,30th week,Gujarat,Mahesana,Acute Diarrhoeal Disease,44,,24,7,2014,23.6015557,72.3867981,1.166922086,3.0,
4871,30th week,Karnataka,Udupi,Acute Diarrhoeal Disease,15,,19,7,2014,13.3419169,74.7473232,4.06237796,,299.1
4872,30th week,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,37,,21,7,2014,18.16984395,76.11796321,0.4879185385,4.0,308.48
4873,30th week,Odisha,Deogarh,Acute Diarrhoeal Disease,17,,22,7,2014,21.5370786,84.7301184,1.787307927,3.0,
4874,30th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,20,,25,7,2014,21.87705125,84.00905064,1.712275361,5.0,
4875,30th week,Odisha,Sambalpur,Acute Diarrhoeal Disease,11,,21,7,2014,21.4706422,83.9836858,1.989194879,5.0,
4876,30th week,Punjab,Ludhiana,Cholera,63,3.0,22,7,2014,30.9090157,75.851601,0.2257159692,10.0,304.5666666
4877,30th week,Punjab,Patiala,Cholera,28,,27,7,2014,30.2090874,76.33987209,0.1538627421,,304.29
4878,30th week,Punjab,Hoshiarpur,Cholera,86,,20,7,2014,31.60857425,75.84644247,0.5101043947,,305.85
4879,30th week,Tamil Nadu,Thiruvallur,Acute Diarrhoeal Disease,13,,23,7,2014,13.13014755,79.92435386,0.02428256253,8.0,308.82
4880,30th week,Tamil Nadu,Salem,Acute Diarrhoeal Disease,20,,22,7,2014,11.0600516,77.0679581,0.0728804288,6.0,302.7133334
4881,30th week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,12,,21,7,2014,25.1010477,82.62574936,0.5395933643,6.0,304.0733334
4882,30th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,107,,22,7,2014,22.5760669,88.42006758,0.7040834996,4.0,
4883,30th week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,81,,24,7,2014,22.2788943,87.92227864,0.4235504912,3.0,
4884,30th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,28,,27,7,2014,22.5760669,88.42006758,0.5643007586,,
4885,30th week,West Bengal,Malda,Malaria,22,,21,7,2014,25.0057449,88.1398483,0.6358668522,10.0,299.64
4886,30th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,82,,27,7,2014,22.642931,88.8930579,0.5720922819,,300.66
4887,30th week,Assam,Kamrup,Acute Diarrhoeal Disease,104,1.0,11,7,2014,26.12755515,91.29987148,1.111815146,,301.37
4888,30th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,84,,14,7,2014,20.7084545,81.5481305,1.122768677,0.0,307.2
4889,30th week,Chhattisgarh,Mahasamund,Cholera,46,1.0,12,7,2014,21.1882332,82.48484762,0.2332988021,,302.1533334
4890,30th week,Karnataka,Mysore,Chikungunya,66,,12,7,2014,12.3051828,76.6553609,1.221592079,,
4891,30th week,Karnataka,Tumkur,Dengue,22,,16,7,2014,13.3400771,77.1006208,0.5000258194,5.0,
4892,30th week,Karnataka,Tumkur,Chikungunya,40,,9,7,2014,13.3400771,77.1006208,0.6937978379,4.0,307.78000000000003
4893,30th week,Maharashtra,Beed,Dengue,34,,17,7,2014,18.9918442,75.909784,0.4463907216,2.0,
4894,30th week,Maharashtra,Sangli,Chikungunya,26,,8,7,2014,17.1726928,74.58676543,0.2346251609,6.0,310.2
4895,30th week,Maharashtra,Sangli,Dengue,7,,14,7,2014,17.1726928,74.58676543,0.6972850985,3.0,301.94
4896,30th week,Maharashtra,Sangli,Malaria,29,,16,7,2014,17.1726928,74.58676543,0.5561390554,3.0,301.94
4897,30th week,Madhya Pradesh,Hoshangabad,Malaria,42,,15,7,2014,22.6001502,77.92664521,0.7660575427,2.0,311.13
4898,30th week,Odisha,Puri,Acute Diarrhoeal Disease,12,,17,7,2014,19.8076083,85.8252538,1.050874439,5.0,300.90000000000003
4899,30th week,Odisha,Khordha,Cholera,10,,10,7,2014,20.22564715,85.56059465,0.8573744618,10.0,303.2
4900,30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,20,1.0,18,7,2014,19.4129711,85.04710406,,0.0,
4901,30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,15,,13,7,2014,19.4129711,85.04710406,,0.0,302.92
4902,30th week,Tamil Nadu,Villupuram,Dengue,13,,16,7,2014,11.9415377,79.4861469,0.06611503092,10.0,304.91
4903,30th week,West Bengal,Nadia,Acute Diarrhoeal Disease,56,,7,7,2014,23.48454125,88.55676307,0.9114438279,11.0,297.73
4904,30th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,135,,18,7,2014,22.642931,88.8930579,0.7140316173,8.0,302.46
4905,31st week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,14,,26,7,2014,13.1601048,79.15555062,0.03713151105,8.0,304.98
4906,31st week,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,110,,30,7,2014,16.99842865,81.71561488,1.741450456,7.0,300.55
4907,31st week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,51,,30,7,2014,16.7434538,77.9923191,0.5930059149,4.0,
4908,31st week,Bihar,Katihar,Acute Diarrhoeal Disease,22,,27,7,2014,25.5591001,87.64745596,0.5999962582,,302.69
4909,31st week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,75,1.0,23,7,2014,21.1882332,82.48484762,2.914870589,4.0,
4910,31st week,Gujarat,Surat,Acute Diarrhoeal Disease,26,,31,7,2014,21.19177615,72.95441578,1.524562269,2.0,301.56
4911,31st week,Jammu and Kashmir,Baramulla,Acute Diarrhoeal Disease,120,,29,7,2014,34.20500565,74.36221081,0.2247694331,22.0,293.15000000000003
4912,31st week,Jammu and Kashmir,Kulgam,Acute Diarrhoeal Disease,83,,29,7,2014,33.66980055,75.01480232,0.7749021226,18.0,297.48
4913,31st week,Karnataka,Ballari,Dengue,31,,21,7,2014,15.2485413,76.8323648,0.09444324046,4.0,305.67
4914,31st week,Karnataka,Tumkur,Dengue,18,,31,7,2014,13.3400771,77.1006208,0.1819049202,5.0,305.52
4915,31st week,Madhya Pradesh,Burhanpur,Acute Diarrhoeal Disease,14,,1,8,2014,21.3118839,76.2291992,0.5716537915,2.0,
4916,31st week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,31,,30,7,2014,21.825599,75.614182,0.7067395637,6.0,
4917,31st week,Madhya Pradesh,Sehore,Chikungunya,41,,31,7,2014,23.1156882,77.06623939,0.7541823366,1.0,283.96
4918,31st week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,45,,24,7,2014,23.5225788,77.8148001,1.411131369,1.0,
4919,31st week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,36,,26,7,2014,20.32570375,78.11691397,2.058495317,4.0,302.94
4920,31st week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,20,,25,7,2014,21.87705125,84.00905064,1.712275361,5.0,
4921,31st week,Tamil Nadu,Madurai,Acute Diarrhoeal Disease,20,,29,7,2014,9.9261153,78.1140983,0.04261313763,5.0,316.39
4922,31st week,West Bengal,Hooghly,Cholera,56,,3,8,2014,22.9052114,88.3760639,0.5468923065,11.0,299.805
4923,31st week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,142,,29,7,2014,22.642931,88.8930579,0.6320570315,10.0,300.66
4924,31st week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,24,,29,7,2014,22.2788943,87.92227864,0.4723391136,5.0,
4925,31st week,Jammu and Kashmir,Jammu and Kashmir,Acute Diarrhoeal Disease,427,,7,7,2014,32.7185614,74.8580917,0.9780432684,20.0,296.975
4926,31st week,Maharashtra,Ahmednagar,Dengue,10,,12,7,2014,19.1627725,74.8580243,0.365054979,,313.56
4927,31st week,West Bengal,Birbhum,Acute Diarrhoeal Disease,115,,17,7,2014,24.0,87.583333,0.6493171162,6.0,305.04
4928,31st week,West Bengal,North 24 Parganas,Cholera,290,,18,7,2014,22.642931,88.8930579,0.7140316173,8.0,302.46
4929,31st week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,70,,30,7,2014,22.5760669,88.42006758,0.8318602592,9.0,287.08
4930,31st week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,88,,24,7,2014,22.2788943,87.92227864,0.4235504912,3.0,
4931,32nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,47,,8,8,2014,20.952407,72.9323831,0.5151682244,5.0,297.62
4932,32nd week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,14,,5,8,2014,14.2266443,76.4005122,0.2705121517,,301.54
4933,32nd week,Maharashtra,Osmanabad,Dengue,10,1.0,7,8,2014,18.16984395,76.11796321,0.4268564407,7.0,306.24
4934,32nd week,Tamil Nadu,Kancheepuram,Chikungunya,27,,7,8,2014,12.87960515,79.70427615,0.07119123644,8.0,
4935,32nd week,Tamil Nadu,Krishnagiri,Acute Diarrhoeal Disease,11,,9,8,2014,12.5188835,78.2206536,0.08581389102,6.0,
4936,32nd week,Tamil Nadu,Pudukottai,Malaria,46,,9,8,2014,10.3826515,78.8191259,0.244373011,7.0,308.06
4937,32nd week,Tamil Nadu,Thiruvannamalai,Chikungunya,10,,9,8,2014,9.539867,77.6197904,0.1517497553,4.0,317.54
4938,32nd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,51,,7,8,2014,23.2495714,87.8681751,0.5760152934,8.0,304.2
4939,32nd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,60,,3,8,2014,22.9052114,88.3760639,0.5468923065,11.0,299.805
4940,32nd week,Arunachal Pradesh,Upper Siang,Acute Diarrhoeal Disease,68,,7,7,2014,28.73120455,95.03773151,2.139688935,8.0,287.4266666
4941,32nd week,Arunachal Pradesh,Upper Siang,Malaria,41,,21,7,2014,28.73120455,95.03773151,2.883746787,35.0,268.18
4942,32nd week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,13,,24,7,2014,22.0090841,82.578896,1.417808924,4.0,
4943,32nd week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,25,,28,7,2014,22.0090841,82.578896,0.5344875007,,300.86
4944,32nd week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,13,,1,8,2014,21.1882332,82.48484762,1.320361566,3.0,
4945,32nd week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,55,,17,7,2014,22.0090841,82.578896,1.287397206,12.0,300.6733334
4946,32nd week,Jammu and Kashmir,Budgam,Acute Diarrhoeal Disease,155,,31,7,2014,33.9099319,74.62914426,0.8847361057,17.0,290.95
4947,32nd week,West Bengal,Nadia,Acute Diarrhoeal Disease,69,,2,7,2014,23.48454125,88.55676307,1.137506672,8.0,301.12
4948,32nd week,West Bengal,North 24 Parganas,Cholera,445,,18,7,2014,22.642931,88.8930579,0.7140316173,8.0,302.46
4949,32nd week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,109,,30,7,2014,22.642931,88.8930579,0.6563934206,10.0,
4950,33rd week,Bihar,Purnia,Acute Diarrhoeal Disease,20,1.0,8,8,2014,26.0,87.5,1.038531644,12.0,296.90000000000003
4951,33rd week,Gujarat,Amreli,Acute Diarrhoeal Disease,15,,11,8,2014,20.866667,70.75,0.3483901807,9.0,300.67
4952,33rd week,Gujarat,Sabarkantha,Cholera,23,1.0,12,8,2014,24.0294885,73.0459884,1.656777275,,300.72
4953,33rd week,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,86,,10,8,2014,33.7368773,75.1455138,0.6747247883,20.0,296.11
4954,33rd week,Jammu and Kashmir,Budgam,Acute Diarrhoeal Disease,160,,3,8,2014,33.9099319,74.62914426,0.7060567343,17.0,291.64
4955,33rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,1496,,10,8,2014,34.6110236,74.23847867,0.2775758705,16.0,292.72
4956,33rd week,Maharashtra,Amravati,Dengue,25,1.0,7,8,2014,20.9521098,77.7333168,0.6478139446,6.0,
4957,33rd week,Maharashtra,Beed,Dengue And Chikungunya,15,,7,8,2014,18.9918442,75.909784,0.4126096825,5.0,308.84000000000003
4958,33rd week,Maharashtra,Nashik,Dengue,10,,8,8,2014,20.0112475,73.7902364,1.012877882,4.0,296.42
4959,33rd week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,20,,14,8,2014,23.1156882,77.06623939,0.9453241702,13.0,
4960,33rd week,Odisha,Kendrapara,Cholera,13,,9,8,2014,20.50040085,86.43170623,1.347387979,5.0,303.1
4961,33rd week,Punjab,Ludhiana,Cholera,10,,16,8,2014,30.9090157,75.851601,0.3254602861,17.0,301.436
4962,33rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,42,,13,8,2014,23.2495714,87.8681751,0.9180000133,,304.14
4963,33rd week,Bihar,Nalanda,Acute Diarrhoeal Disease,15,2.0,28,7,2014,25.1364914,85.44365465,0.1942736912,,
4964,33rd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,14,,31,7,2014,22.5,83.5,0.6348217062,11.0,301.40000000000003
4965,33rd week,Telangana,Khammam,Dengue,456,,30,6,2014,17.5,80.333333,0.3336585644,8.0,311.24
4966,34th week,Andhra Pradesh,Visakhapatnam,Chikungunya,23,,19,8,2014,17.7222517,83.32670984,0.2358781122,17.0,305.24666659999997
4967,34th week,Bihar,Khagaria,Acute Diarrhoeal Disease,10,,19,8,2014,25.4916868,86.69910848,0.9954727515,6.0,300.62
4968,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,30,2.0,14,8,2014,24.818124,85.51855623,0.6201659893,6.0,301.5
4969,34th week,Bihar,Saharsa,Acute Diarrhoeal Disease,51,,21,8,2014,25.83264165,86.61489283,0.8186835667,,289.59000000000003
4970,34th week,Gujarat,Valsad,Acute Diarrhoeal Disease,63,,18,8,2014,20.43219565,73.1409893,0.6625803796,10.0,299.29
4971,34th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,163,,17,8,2014,31.6723392,76.95331691,1.182367579,35.0,295.7
4972,34th week,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,79,,16,8,2014,33.7368773,75.1455138,0.7269470257,21.0,297.1966666
4973,34th week,Karnataka,Raichur,Dengue,104,1.0,18,8,2014,16.083333,77.166667,0.0882070196,6.0,312.04
4974,34th week,Karnataka,Chitradurga,Cholera,38,,22,8,2014,14.2266443,76.4005122,0.6475434718,8.0,303.7266666
4975,34th week,Kerala,Ernakulam,Chikungunya,32,,14,8,2014,9.98408,76.2741457,1.421237601,22.0,
4976,34th week,Madhya Pradesh,Sehore,Malaria,35,,21,8,2014,23.1156882,77.06623939,0.1294572809,,301.195
4977,34th week,Maharashtra,Beed,Dengue,32,,16,8,2014,18.9918442,75.909784,0.1220243953,4.0,309.1466666
4978,34th week,Maharashtra,Beed,Dengue And Chikungunya,16,,20,8,2014,18.9918442,75.909784,0.09951971271,,311.08
4979,34th week,Maharashtra,Jalgaon,Dengue,55,,9,8,2014,20.84288265,75.52612464,0.2843866535,8.0,298.58
4980,34th week,Tamil Nadu,Salem,Acute Diarrhoeal Disease,150,,13,8,2014,11.0600516,77.0679581,0.7223715104,,308.92
4981,34th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,37,,19,8,2014,23.2495714,87.8681751,1.146172737,4.0,303.68
4982,34th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,21,,21,8,2014,22.9052114,88.3760639,1.190149132,,300.29
4983,34th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,60,,18,8,2014,22.9052114,88.3760639,1.328214919,7.0,
4984,34th week,West Bengal,North 24 Parganas,Dengue,48,,14,8,2014,22.642931,88.8930579,0.8444360472,8.0,301.79
4985,34th week,West Bengal,Malda,Malaria,92,,17,8,2014,25.0057449,88.1398483,1.35079462,2.0,300.72
4986,34th week,West Bengal,Purulia,Cholera,67,,18,8,2014,23.3291882,86.3672378,1.201280507,8.0,
4987,34th week,Karnataka,Tumkur,Dengue,18,,8,8,2014,13.3400771,77.1006208,0.1473087852,3.0,304.52
4988,34th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,60,,13,8,2014,23.2495714,87.8681751,0.9180000133,,304.14
4989,34th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,113,,22,7,2014,22.5760669,88.42006758,0.7040834996,4.0,
4990,34th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,70,,29,7,2014,22.5760669,88.42006758,0.7194837003,9.0,287.08
